7314	0.0125868
8316	0.00690245
6236	0.00460163
6111	0.00419561
1739	0.0035189
9533	0.00345123
3170	0.00324821
5314	0.00324821
8979	0.00324821
4635	0.00324821
827	0.00324821
1049	0.00324821
3395	0.00311287
4547	0.00284219
6115	0.00270684
3496	0.00243616
1532	0.00243616
9542	0.00216548
5776	0.00216548
1296	0.00216548
2028	0.00203013
9810	0.00203013
1536	0.00203013
4864	0.00203013
6806	0.00203013
8032	0.00203013
600	0.00203013
5524	0.00203013
284	0.00203013
9088	0.00203013
7334	0.00203013
6559	0.00203013
7575	0.00203013
4898	0.00203013
2267	0.00189479
8670	0.00189479
2483	0.00182712
1985	0.00162411
6264	0.00162411
4027	0.00162411
3339	0.00162411
409	0.00162411
3054	0.00162411
9678	0.00162411
8283	0.00162411
8329	0.00162411
2415	0.00162411
1633	0.00162411
8922	0.00162411
5623	0.00162411
4627	0.00162411
1673	0.00162411
9111	0.00162411
3259	0.00162411
2920	0.00162411
8101	0.00162411
3400	0.00162411
8994	0.00162411
7916	0.00162411
183	0.00162411
5415	0.00162411
5889	0.00162411
7699	0.00162411
5981	0.00162411
110	0.00162411
6345	0.00162411
145	0.00162411
9652	0.00162411
193	0.00162411
3694	0.00162411
208	0.00162411
5654	0.00162411
242	0.00162411
9141	0.00162411
300	0.00162411
5534	0.00162411
305	0.00162411
4694	0.00162411
372	0.00162411
6555	0.00162411
422	0.00162411
3410	0.00162411
522	0.00162411
5778	0.00162411
606	0.00162411
1300	0.00162411
5651	0.00162411
616	0.00162411
697	0.00162411
3905	0.00162411
740	0.00162411
2939	0.00162411
813	0.00162411
8713	0.00162411
885	0.00162411
9134	0.00162411
956	0.00162411
3925	0.00162411
1025	0.00162411
6988	0.00162411
1041	0.00162411
4015	0.00162411
1142	0.00162411
3854	0.00162411
1211	0.00162411
7838	0.00162411
1214	0.00162411
9638	0.00162411
1399	0.00162411
9438	0.00162411
1661	0.00162411
8669	0.00162411
1695	0.00162411
6530	0.00162411
1717	0.00162411
1825	0.00162411
1722	0.00162411
8734	0.00162411
1860	0.00162411
5622	0.00162411
1902	0.00162411
9877	0.00162411
1945	0.00162411
9581	0.00162411
2006	0.00162411
3966	0.00162411
2185	0.00162411
8899	0.00162411
2264	0.00162411
3378	0.00162411
4456	0.00162411
2385	0.00162411
2477	0.00162411
7626	0.00162411
2480	0.00162411
3667	0.00162411
2519	0.00162411
7272	0.00162411
2575	0.00162411
7244	0.00162411
2586	0.00162411
6984	0.00162411
2599	0.00162411
2722	0.00162411
2628	0.00162411
3401	0.00162411
2636	0.00162411
6571	0.00162411
2706	0.00162411
9303	0.00162411
2714	0.00162411
8631	0.00162411
